책 제목,소개글
"셰익스피어, 인간심리 속 문장의 기억 (한 권으로 보는 셰익스피어 심리학)","한 권으로 보는 셰익스피어 심리학  
 이 책은 셰익스피어가 집필한 작품 중 사랑, 질투, 야망 등 모든 인간 감정을 아우르는 주요 14개의 작품을 스토리와 명문장에 심리해석을 덧붙여 집필한 도서입니다. 책의 목차는 ‘마법 같은 사랑과 운명 속으로, 로맨스 코미디의 서사, 각자의 정의에 대한 딜레마, 인간의 욕망과 권력에 대하여, 소네트' 다섯 개로 구성되어 있으며, 스토리 속에서 인물들이 마주하는 생생한 상황과 감정들을 통해 셰익스피어가 들려주는 인간 심리의 본질을 소개합니다.

셰익스피어는 작품을 통해 우리에게 계속해서 질문을 던집니다. 사랑이란 무엇인가? 복수와 용서의 경계는 어디에 있는가? 인간이란 무엇인가? 그는 단순히 이야기를 전달하는 것에 그치지 않고, 이야기 속의 생생한 감정을 언어로 표현하며 독자와 관객들에게 새로운 감정과 생각을 공간을 열어줍니다. 셰익스피어의 작품들은 단순히 고전 문학을 넘어, 인간 본성과 삶의 복잡한 문제를 탐구하는 깊이 있는 철학적 작품들입니다. 그의 작품을 읽으며 느끼는 여운은 계속 마음속에 울려퍼지며 시대를 초월하는 명대사와 그 속에 숨겨진 인간의 본성을 만나볼 수도 있습니다."
나는 세계와 맞지 않지만 (진은영 산문),"“위대한 책들의 타격 아래서 우리는 번번이 죽고 
또 번번이 다른 존재로 태어난다”

고통과 슬픔 속에서도 영혼의 반짝임을 발견하는 시인,
진은영의 신작 산문집

등단 후 24년 동안 네 권의 시집을 출간하며 감각적이고 치열한 언어와 예리한 사회인식으로 사랑받아온 진은영 시인이 신작 산문집 『나는 세계와 맞지 않지만』을 펴낸다. 시인은 책의 서문에서 “내 빨간 수첩과 내 머릿속은 이렇게 어디서 왔는지 불분명한 타인의 문장들로 가득하다”라고 이야기한다. 쉽게 잠들지 못했던 밤과 죽고 싶었던 순간마다 자신을 살렸던 문장들이 있었고, 시인은 쉴 새 없이 그것들을 읽고 밑줄을 그으며 힘든 시간을 견뎠던 것이다. 시간이 흘러 고통과 회복의 기억이 희미해진 후에도 자신을 살게 했던 책이 있었다는 사실을 잊지 않는다. 진은영이 호명하는 작가들은 그 이름만으로도 강렬하고 매혹적이다. 카프카, 울프, 바흐만, 카뮈, 베유, 플라스, 아렌트…… 삶은 피할 수 없는 고통으로 가득하고, 아무리 애써도 승리는 오지 않을 수 있다는 걸 자각하면서도 전력으로 글을 썼던 작가들이다. 자신과 맞지 않는 세계 속에서 고유함을 잃지 않기 위해 분투했던 이들은, 역사의 뒤안길로 사라지지 않고 위대한 작가의 반열에 올랐다. 그들의 책도 낡지 않고 살아남아, 현대 독자들의 영혼에도 균열을 낸다. 시인은 사랑하는 작가들의 책과 문장들을 살피며, 사람을 살아가게 하는 힘에 대해 이야기한다. 또한 감당하기 어려운 슬픔 속에서도 끝까지 단 한 사람을 걱정하는 문학의 안간힘에 대해서도 쓴다. 

좋은 작가는 아첨하지 않는다. 오랜 친구처럼 우리에게 진실의 차가운 냉기를 깊이 들이마시라고 무심한 얼굴로 짧게 말한다. 카프카, 울프, 카뮈, 베유, 톨스토이, 플라스, 니체, 아렌트…… 여기서 다룬 저자들은 다 그렇다. 그들에게 삶은 계속되는 소송이거나 400년 내내 분투한 뒤에야 겨우 이룰 수 있는 소망, 다시 굴러떨어지는 바윗돌, 보상 없이 행하는 사랑, 끝없이 헤매다 제자리로 돌아오게 하는 겨울 숲 같은 것이다. (…) 이들은, 내 책을 읽는다면 넌 아침에 슬펐어도 저녁 무렵엔 꼭 행복해질 거라고 말하지 않는다. 그 대신, 너는 고통이란 고통은 다 겪겠지만 그래도 너 자신의 삶과 고유함을 포기하지 않을 거라고 말해준다. 작가들은 진심으로 독자를 믿는다. 그들에게 그런 믿음이 없다면, 어떤 슬픔 속에서도 삶을 중단하지 않는 화자, 자기와 꼭 들어맞지 않는 세계 속에 자기의 고유한 자리를 마련하기 위해 부단히 싸우는 주인공을 등장시킬 수 없을 것이다. (…) 릴케의 시구처럼 우리는 책에서 자신의 그림자로 흠뻑 젖은 것들을 읽는다.
_「책머리에」에서"
검은 사슴 (한강 소설ㅣ2024년 노벨문학상 수상작가),"온 감각을 동원해 존재의 심연에 자리한 고통을 세밀하게 그려내다!

지난 20년간 문학동네를 통해 독자와 만나온 빛나는 작품들을 새롭게 선보이는 「문학동네 한국문학전집」 제24권 『검은 사슴』. 21세기 한국문학의 정전을 완성하고자 구성한 「문학동네 한국문학전집」의 스물네 번째 작품은 세련되고 충격적인 이미지, 우아하고 힘 있는 묘사, 그것들을 하나로 꿰는 견고한 서사를 바탕으로 등단 이후 줄곧 문단과 독자들에게 강렬한 독서 체험을 선사해준 한강의 첫 장편소설이다.

1993년 등단 후 꼬박 3년간 집필에 몰두해 완성한 이 작품은 치밀하고 빈틈없는 서사와 깊은 울림을 주는 시적인 문장들로 출간 당시 찬사를 받았다. 작품의 제목이기도 한 ‘검은 사슴’은 깊은 땅속, 좁다란 바위틈에서 살아가는 환상 속 짐승이다. 아름답고 단단한 뿔과 뾰족한 이빨을 지닌 이 짐승의 소원은 평생에 단 한 번이라도 하늘을 보는 것이다. 그러나 간절하게 햇빛을 원할수록 더욱 깊은 어둠 속으로 굴러 떨어지고 만다. 그런 검은 사슴의 삶은 소설 속 인물들의 삶과 닮아 있다."
희랍어 시간 (한강 소설ㅣ2024년 노벨문학상 수상작가),"그 여자의 침묵과 그 남자의 빛!

한국인 최초 맨부커상 수상 작가 한강의 장편소설 『희랍어 시간』. 말을 잃어가는 한 여자의 침묵과 눈을 잃어가는 한 남자의 빛이 만나는 순간을 그리고 있다. 열일곱 살 겨울, 여자는 어떤 원인이나 전조 없이 말을 잃는다. 말을 잃고 살던 그녀의 입을 다시 움직이게 한 건 낯선 외국어였던 한 개의 불어 단어였다. 시간이 흘러, 이혼을 하고 아이의 양육권을 빼앗기고 다시 말을 잃어버린 여자는 죽은 언어가 된 희랍어를 선택한다. 그곳에서 만난 희랍어 강사와 여자는 침묵을 사이에 놓고 더듬더듬 대화한다. 한편, 가족을 모두 독일에 두고 혼자 한국으로 돌아와 희랍어를 가르치는 남자는 점점 빛을 잃어가고 있다. 그는 아카데미의 수강생 중 말을 하지도, 웃지도 않는 여자를 주의 깊게 지켜보지만 그녀의 단단한 침묵에 두려움을 느끼는데…."
나를 뺀 세상의 전부 (김소연 산문집),"오롯이 경험을 통해 서술한 생의 단편들!

오직 경험하고 생각한 것, 직접 만나고, 보고, 겪은 것들을 쓴 『나를 뺀 세상의 전부』. 경험한 것들만 쓰겠다는 다짐으로 집필한 산문집으로, 일상을 자세히, 섬세한 시선으로 적어보고자 시작했고 오직 직접 만났거나 겪었던 일들만을 글로 옮겨 기록했다. 더위에 지친 할머니에게 꿀물을 타주는 것, 버려진 곰인형을 안고 집에 돌아와 그것을 손수 주물러 빠는 것, 말이 서툰 아이와 대화를 나누는 것, 엄마의 노년을 지켜보는 것. 사소한 것 같지만 제법 사소하지 않은 사람 사이의 관계와 일상을 이야기하며 나와 다르지 않은 시인의 세계를, 우리가 소홀했던 삶의 단면을 만날 수 있다."
대온실 수리 보고서 (김금희 장편소설),"창경궁 대온실의 비밀을 둘러싼 장엄한 서사
소설이 줄 수 있는 최대의 재미와 감동을 만나다
마침내 탄생한 김금희의 역작!

마음에 이는 무늬를 섬세하게 수놓으며 이야기의 아름다움을 증명해온 소설가 김금희가 장편소설 『대온실 수리 보고서』를 선보인다. 이 작품은 동양 최대의 유리온실이었던 창경궁 대온실을 배경으로, 그 안에 숨어 있는 가슴 저릿한 비밀과 인간에 대한 믿음을 저버리지 않으려는 신념을 감동적으로 보여준다. 작가가 작품활동을 시작한 지 15년 만에 처음 선보이는 역사소설로, 김금희 소설세계를 한차원 새롭게 열며 근래 보기 드문 풍성한 장편소설의 진면목을 보여주는 대작이다. 창경궁과 창덕궁을 둘러싼 자연에 대한 묘사, 한국 최초 유리온실인 대온실의 건축을 아우르는 역사, 일제강점기 창경원에 감춰진 비밀, 오래된 서울의 동네인 원서동이 풍기는 정취, 그리고 그 안에서 살아가는 사람들의 마음을 크고 작은 사건을 통해 생생하게 보여주는 이 작품은 소설이 줄 수 있는 최대치의 재미와 감동을 독자에게 선사한다고 해도 과언이 아니다. 
이 작품의 주인공이 써내려가는 ‘수리 보고서’는 건축물을 수리하는 과정을 담은 글이면서 동시에 우리의 아픈 역사와 상처받은 인생의 한 순간을 수리하고 재건하는 기록이기도 하다. 인간이라면 누구나 불가피하게 경험할 수밖에 없는 어떤 마음의 상처는 건축물을 구성하는 필수요소, 마치 문고리나 창틀이 집을 짓기 위해서는 반드시 필요한 소재인 것처럼 삶을 이루는 데 꼭 필요한 요소라고 작가는 이야기하는 듯하다. 두려운 나머지 잊고 묻어두었던 과거를 다시 마주하게 된 주인공이 보고서에 마침표를 찍을 수 있을 때 이 방대한 이야기를 따라온 독자는 이 작품을 읽기 전과는 다른 사람이 된 것만 같은 마음의 성장을 실감하는 동시에 가슴 찡한 감동을 느끼게 될 것이다."
에블린 휴고의 일곱 남편,"제목만으로는 절대 이 소설의 결말을 예측할 수 없다! _독자 리뷰

★ 넷플릭스 영화 제작 예정
★ 39개국 출간 300만 부 판매
★ 「뉴욕 타임즈」 100주 이상 베스트셀러

한 시대를 풍미한 전설적인 배우 에블린 휴고.
그녀는 일곱 번의 결혼과 숱한 가십으로 할리우드를 떠들썩하게 했지만, 이제 일흔아홉이 되어 조용히 살아가고 있었다. 그러던 어느 날 그녀가 ‘자신의 진짜 인생’을 이야기하겠다며 무명 기자 모니크를 지목해 인터뷰를 요청한다. 

내로라할 커리어 없이 가정생활마저 위기에 처한 모니크. 에블린이 콕 집어 자신을 요청한 저의가 궁금하긴 하지만, 지금은 그런 걸 따질 때가 아니다. 모니크는 이 기회를 잡기로 결심한다.

뉴욕의 호화로운 아파트인 에블린의 집에서 마침내 인터뷰가 시작된다. 에블린은 1950년대 로스앤젤레스에 이주한 것부터 80년대에 연예계를 떠나기로 결심하기까지의 모든 이야기를 털어놓는다. 자신의 무자비한 야망과 예상치 못한 우정, 속내를 숨기고 해야만 했던 일곱 번의 결혼들까지. 

모니크는 화려하게만 보였던 에블린의 삶이 사실은 여느 여성의 삶과 다르지 않았음을 깨달으며 연민 비슷한 감정을 느끼지만, 에블린의 이야기가 결말에 가까워지며 충격적인 사실을 알게 된다."
"History, Homages and the Highlands: An Outlander Guide",검색 결과 없음
十角館の殺人 新裝改訂版,"すべてはここから。淸冽なる新本格の源流!大學ミステリ硏究會の七人が訪れた十角形の奇妙な館の建つ孤島.角島。メンバ-が一人,また一人,殺されていく。「十角館」の刊行から二十年。あの衝擊を再び!"
"셜리 세트 (1~2권,전2권)","[도서] 셜리 1
‘셜리’라는 이름을 여성에게 준 역사상 첫 작품
《제인 에어》 샬럿 브론테의 유일한 국내 미출간작 초역

고전문학과 영국소설, 여성 작가의 상징과도 같은 샬럿 브론테의 장편소설 《셜리》가 국내 최초로 출간되었다. 샬럿 브론테가 집필한 네 편의 장편소설 중 유일하게 국내에 소개된 적이 없었던 《셜리》는 작가의 작품들 중에서도 가장 별나고 독특한 위치를 점하고 있다. 따라서 《제인 에어》나 《빌레트》로 알고 있던, 또는 예상할 수 있었던 샬럿 브론테와는 완전히 다른 모습을 보여주며, 당시 여성 작가에게 따라붙던 꼬리표에 대한 그의 고뇌와 좌절, 소설을 집필하던 시기에 겪은 개인적 삶의 고통을 고스란히 담고 있다. 이 때문에 당대 평론가들에게 혹평을 받기도 했으나, 현대에 와서는 ‘샬럿 브론테의 가장 페미니즘적인 소설’이라고 재해석되기도 한다.

[도서] 셜리 2
‘셜리’라는 이름을 여성에게 준 역사상 첫 작품
《제인 에어》 샬럿 브론테의 유일한 국내 미출간작 초역

고전문학과 영국소설, 여성 작가의 상징과도 같은 샬럿 브론테의 장편소설 《셜리》가 국내 최초로 출간되었다. 샬럿 브론테가 집필한 네 편의 장편소설 중 유일하게 국내에 소개된 적이 없었던 《셜리》는 작가의 작품들 중에서도 가장 별나고 독특한 위치를 점하고 있다. 따라서 《제인 에어》나 《빌레트》로 알고 있던, 또는 예상할 수 있었던 샬럿 브론테와는 완전히 다른 모습을 보여주며, 당시 여성 작가에게 따라붙던 꼬리표에 대한 그의 고뇌와 좌절, 소설을 집필하던 시기에 겪은 개인적 삶의 고통을 고스란히 담고 있다. 이 때문에 당대 평론가들에게 혹평을 받기도 했으나, 현대에 와서는 ‘샬럿 브론테의 가장 페미니즘적인 소설’이라고 재해석되기도 한다."
